"Date","Stream flow","Tested","Stages"
"2008-11-29",16.5,"A","Not a Flood Stage"
"2008-11-30",17.6,"A","Not a Flood Stage"
"2008-12-01",48.4,"A","Not a Flood Stage"
"2008-12-02",46.2,"A","Not a Flood Stage"
"2008-12-03",33.7,"A","Not a Flood Stage"
"2008-12-04",27.8,"A","Not a Flood Stage"
"2008-12-05",31,"A","Not a Flood Stage"
"2008-12-06",27.9,"A","Not a Flood Stage"
"2008-12-07",21.8,"A","Not a Flood Stage"
"2008-12-08",19.1,"A","Not a Flood Stage"
"2008-12-09",19.5,"A","Not a Flood Stage"
"2008-12-10",146,"A","Not a Flood Stage"
"2008-12-11",317,"A","Not a Flood Stage"
"2008-12-12",530,"A","Not a Flood Stage"
"2008-12-13",322,"A","Not a Flood Stage"
"2008-12-14",187,"A","Not a Flood Stage"
"2008-12-15",164,"A","Not a Flood Stage"
"2008-12-16",258,"A","Not a Flood Stage"
"2008-12-17",445,"A","Not a Flood Stage"
"2008-12-18",401,"A","Not a Flood Stage"
"2008-12-19",470,"A","Not a Flood Stage"
"2008-12-20",510,"A","Not a Flood Stage"
"2008-12-21",323,"A","Not a Flood Stage"
"2008-12-22",199,"A","Not a Flood Stage"
"2008-12-23",134,"A","Not a Flood Stage"
"2008-12-24",303,"A","Not a Flood Stage"
"2008-12-25",585,"A","Not a Flood Stage"
"2008-12-26",394,"A","Not a Flood Stage"
"2008-12-27",379,"A","Not a Flood Stage"
"2008-12-28",282,"A","Not a Flood Stage"
"2008-12-29",199,"A","Not a Flood Stage"
"2008-12-30",145,"A","Not a Flood Stage"
"2008-12-31",114,"A","Not a Flood Stage"
"2009-01-01",88.8,"A","Not a Flood Stage"
"2009-01-02",76.6,"A","Not a Flood Stage"
"2009-01-03",69.5,"A","Not a Flood Stage"
"2009-01-04",61.6,"A","Not a Flood Stage"
"2009-01-05",63.3,"A","Not a Flood Stage"
"2009-01-06",64.8,"A","Not a Flood Stage"
"2009-01-07",490,"A","Not a Flood Stage"
"2009-01-08",493,"A","Not a Flood Stage"
"2009-01-09",293,"A","Not a Flood Stage"
"2009-01-10",227,"A","Not a Flood Stage"
"2009-01-11",325,"A","Not a Flood Stage"
"2009-01-12",260,"A","Not a Flood Stage"
"2009-01-13",193,"A","Not a Flood Stage"
"2009-01-14",145,"A","Not a Flood Stage"
"2009-01-15",113,"A","Not a Flood Stage"
"2009-01-16",88,"A:e","Not a Flood Stage"
"2009-01-17",72,"A:e","Not a Flood Stage"
"2009-01-18",67,"A:e","Not a Flood Stage"
"2009-01-19",63,"A:e","Not a Flood Stage"
"2009-01-20",59,"A:e","Not a Flood Stage"
"2009-01-21",56,"A:e","Not a Flood Stage"
"2009-01-22",54,"A:e","Not a Flood Stage"
"2009-01-23",52,"A:e","Not a Flood Stage"
"2009-01-24",65,"A:e","Not a Flood Stage"
"2009-01-25",76,"A:e","Not a Flood Stage"
"2009-01-26",64,"A:e","Not a Flood Stage"
"2009-01-27",58,"A:e","Not a Flood Stage"
"2009-01-28",329,"A","Not a Flood Stage"
"2009-01-29",362,"A","Not a Flood Stage"
"2009-01-30",237,"A","Not a Flood Stage"
"2009-01-31",162,"A","Not a Flood Stage"
"2009-02-01",129,"A","Not a Flood Stage"
"2009-02-02",127,"A","Not a Flood Stage"
"2009-02-03",109,"A","Not a Flood Stage"
"2009-02-04",93.4,"A","Not a Flood Stage"
"2009-02-05",80,"A:e","Not a Flood Stage"
"2009-02-06",68,"A:e","Not a Flood Stage"
"2009-02-07",76.8,"A","Not a Flood Stage"
"2009-02-08",371,"A","Not a Flood Stage"
"2009-02-09",414,"A","Not a Flood Stage"
"2009-02-10",381,"A","Not a Flood Stage"
"2009-02-11",577,"A","Not a Flood Stage"
"2009-02-12",436,"A","Not a Flood Stage"
"2009-02-13",292,"A","Not a Flood Stage"
"2009-02-14",211,"A","Not a Flood Stage"
"2009-02-15",157,"A","Not a Flood Stage"
"2009-02-16",121,"A","Not a Flood Stage"
"2009-02-17",97.2,"A","Not a Flood Stage"
"2009-02-18",102,"A","Not a Flood Stage"
"2009-02-19",131,"A","Not a Flood Stage"
"2009-02-20",102,"A","Not a Flood Stage"
"2009-02-21",87.4,"A","Not a Flood Stage"
"2009-02-22",84.8,"A","Not a Flood Stage"
"2009-02-23",74.4,"A","Not a Flood Stage"
"2009-02-24",65.4,"A","Not a Flood Stage"
"2009-02-25",62.4,"A","Not a Flood Stage"
"2009-02-26",61.9,"A","Not a Flood Stage"
"2009-02-27",68,"A","Not a Flood Stage"
"2009-02-28",68.9,"A","Not a Flood Stage"
"2009-03-01",63.3,"A","Not a Flood Stage"
"2009-03-02",56.5,"A","Not a Flood Stage"
"2009-03-03",52,"A","Not a Flood Stage"
"2009-03-04",49.5,"A","Not a Flood Stage"
"2009-03-05",49.9,"A","Not a Flood Stage"
"2009-03-06",48.1,"A","Not a Flood Stage"
"2009-03-07",44.4,"A","Not a Flood Stage"
"2009-03-08",40.6,"A","Not a Flood Stage"
"2009-03-09",38.1,"A","Not a Flood Stage"
"2009-03-10",35.4,"A","Not a Flood Stage"
"2009-03-11",32,"A","Not a Flood Stage"
"2009-03-12",28.4,"A","Not a Flood Stage"
"2009-03-13",26.4,"A","Not a Flood Stage"
"2009-03-14",26.2,"A","Not a Flood Stage"
"2009-03-15",26.1,"A","Not a Flood Stage"
"2009-03-16",25.5,"A","Not a Flood Stage"
"2009-03-17",25.6,"A","Not a Flood Stage"
"2009-03-18",23.5,"A","Not a Flood Stage"
"2009-03-19",23.6,"A","Not a Flood Stage"
"2009-03-20",24.1,"A","Not a Flood Stage"
"2009-03-21",22.4,"A","Not a Flood Stage"
"2009-03-22",21.1,"A","Not a Flood Stage"
"2009-03-23",20.5,"A","Not a Flood Stage"
"2009-03-24",19.3,"A","Not a Flood Stage"
"2009-03-25",20,"A","Not a Flood Stage"
"2009-03-26",51.8,"A","Not a Flood Stage"
"2009-03-27",115,"A","Not a Flood Stage"
"2009-03-28",120,"A","Not a Flood Stage"
"2009-03-29",154,"A","Not a Flood Stage"
"2009-03-30",171,"A","Not a Flood Stage"
"2009-03-31",135,"A","Not a Flood Stage"
"2009-04-01",120,"A","Not a Flood Stage"
"2009-04-02",105,"A","Not a Flood Stage"
"2009-04-03",194,"A","Not a Flood Stage"
"2009-04-04",347,"A","Not a Flood Stage"
"2009-04-05",251,"A","Not a Flood Stage"
"2009-04-06",210,"A","Not a Flood Stage"
"2009-04-07",193,"A","Not a Flood Stage"
"2009-04-08",172,"A","Not a Flood Stage"
"2009-04-09",169,"A","Not a Flood Stage"
"2009-04-10",149,"A","Not a Flood Stage"
"2009-04-11",213,"A","Not a Flood Stage"
"2009-04-12",221,"A","Not a Flood Stage"
"2009-04-13",174,"A","Not a Flood Stage"
"2009-04-14",150,"A","Not a Flood Stage"
"2009-04-15",238,"A","Not a Flood Stage"
"2009-04-16",322,"A","Not a Flood Stage"
"2009-04-17",237,"A","Not a Flood Stage"
"2009-04-18",176,"A","Not a Flood Stage"
"2009-04-19",139,"A","Not a Flood Stage"
"2009-04-20",131,"A","Not a Flood Stage"
"2009-04-21",145,"A","Not a Flood Stage"
"2009-04-22",151,"A","Not a Flood Stage"
"2009-04-23",158,"A","Not a Flood Stage"
"2009-04-24",143,"A","Not a Flood Stage"
"2009-04-25",121,"A","Not a Flood Stage"
"2009-04-26",100,"A","Not a Flood Stage"
"2009-04-27",84.1,"A","Not a Flood Stage"
"2009-04-28",73.3,"A","Not a Flood Stage"
"2009-04-29",83.9,"A","Not a Flood Stage"
"2009-04-30",77.4,"A","Not a Flood Stage"
"2009-05-01",113,"A","Not a Flood Stage"
"2009-05-02",286,"A","Not a Flood Stage"
"2009-05-03",296,"A","Not a Flood Stage"
"2009-05-04",1470,"A","Action Flood stage"
"2009-05-05",822,"A","Not a Flood Stage"
"2009-05-06",477,"A","Not a Flood Stage"
"2009-05-07",442,"A","Not a Flood Stage"
"2009-05-08",327,"A","Not a Flood Stage"
"2009-05-09",246,"A","Not a Flood Stage"
"2009-05-10",181,"A","Not a Flood Stage"
"2009-05-11",142,"A","Not a Flood Stage"
"2009-05-12",127,"A","Not a Flood Stage"
"2009-05-13",96.7,"A","Not a Flood Stage"
"2009-05-14",79.3,"A","Not a Flood Stage"
"2009-05-15",66.6,"A","Not a Flood Stage"
"2009-05-16",64.7,"A","Not a Flood Stage"
"2009-05-17",105,"A","Not a Flood Stage"
"2009-05-18",83.9,"A","Not a Flood Stage"
"2009-05-19",68.6,"A","Not a Flood Stage"
"2009-05-20",56.6,"A","Not a Flood Stage"
"2009-05-21",48.1,"A","Not a Flood Stage"
"2009-05-22",41.6,"A","Not a Flood Stage"
"2009-05-23",36,"A","Not a Flood Stage"
"2009-05-24",31.3,"A","Not a Flood Stage"
"2009-05-25",28.2,"A","Not a Flood Stage"
"2009-05-26",68.8,"A","Not a Flood Stage"
"2009-05-27",101,"A","Not a Flood Stage"
"2009-05-28",77.7,"A","Not a Flood Stage"
"2009-05-29",90.7,"A","Not a Flood Stage"
"2009-05-30",80.2,"A","Not a Flood Stage"
"2009-05-31",63.7,"A","Not a Flood Stage"
"2009-06-01",51.3,"A","Not a Flood Stage"
"2009-06-02",67.7,"A","Not a Flood Stage"
"2009-06-03",59.5,"A","Not a Flood Stage"
"2009-06-04",91.2,"A","Not a Flood Stage"
"2009-06-05",120,"A","Not a Flood Stage"
"2009-06-06",102,"A","Not a Flood Stage"
"2009-06-07",77.9,"A","Not a Flood Stage"
"2009-06-08",59.9,"A","Not a Flood Stage"
"2009-06-09",52.1,"A","Not a Flood Stage"
"2009-06-10",81.1,"A","Not a Flood Stage"
"2009-06-11",71.1,"A","Not a Flood Stage"
"2009-06-12",68.5,"A","Not a Flood Stage"
"2009-06-13",56.7,"A","Not a Flood Stage"
"2009-06-14",46.8,"A","Not a Flood Stage"
"2009-06-15",38.3,"A","Not a Flood Stage"
"2009-06-16",32.3,"A","Not a Flood Stage"
"2009-06-17",61.8,"A","Not a Flood Stage"
"2009-06-18",290,"A","Not a Flood Stage"
"2009-06-19",167,"A","Not a Flood Stage"
"2009-06-20",161,"A","Not a Flood Stage"
"2009-06-21",165,"A","Not a Flood Stage"
"2009-06-22",114,"A","Not a Flood Stage"
"2009-06-23",83.8,"A","Not a Flood Stage"
"2009-06-24",62.5,"A","Not a Flood Stage"
"2009-06-25",50.6,"A","Not a Flood Stage"
"2009-06-26",45.8,"A","Not a Flood Stage"
"2009-06-27",44.6,"A","Not a Flood Stage"
"2009-06-28",35,"A","Not a Flood Stage"
"2009-06-29",28.6,"A","Not a Flood Stage"
"2009-06-30",24.2,"A","Not a Flood Stage"
"2009-07-01",21.9,"A","Not a Flood Stage"
"2009-07-02",27.8,"A","Not a Flood Stage"
"2009-07-03",37.8,"A","Not a Flood Stage"
"2009-07-04",28.7,"A","Not a Flood Stage"
"2009-07-05",22.5,"A","Not a Flood Stage"
"2009-07-06",18.4,"A","Not a Flood Stage"
"2009-07-07",15.2,"A","Not a Flood Stage"
"2009-07-08",12.7,"A","Not a Flood Stage"
"2009-07-09",12.3,"A","Not a Flood Stage"
"2009-07-10",11.7,"A","Not a Flood Stage"
"2009-07-11",10.7,"A","Not a Flood Stage"
"2009-07-12",10.1,"A","Not a Flood Stage"
"2009-07-13",8.81,"A","Not a Flood Stage"
"2009-07-14",6.76,"A","Not a Flood Stage"
"2009-07-15",5.91,"A","Not a Flood Stage"
"2009-07-16",6.83,"A","Not a Flood Stage"
"2009-07-17",15.9,"A","Not a Flood Stage"
"2009-07-18",11.5,"A","Not a Flood Stage"
"2009-07-19",9.14,"A","Not a Flood Stage"
"2009-07-20",9.76,"A","Not a Flood Stage"
"2009-07-21",11.1,"A","Not a Flood Stage"
"2009-07-22",10.6,"A","Not a Flood Stage"
"2009-07-23",14.1,"A","Not a Flood Stage"
"2009-07-24",11.7,"A","Not a Flood Stage"
"2009-07-25",9.57,"A","Not a Flood Stage"
"2009-07-26",7.59,"A","Not a Flood Stage"
"2009-07-27",7.67,"A","Not a Flood Stage"
"2009-07-28",6.68,"A","Not a Flood Stage"
"2009-07-29",24.6,"A","Not a Flood Stage"
"2009-07-30",38.6,"A","Not a Flood Stage"
"2009-07-31",96.7,"A","Not a Flood Stage"
"2009-08-01",98.9,"A","Not a Flood Stage"
"2009-08-02",64,"A","Not a Flood Stage"
"2009-08-03",49.7,"A","Not a Flood Stage"
"2009-08-04",34.5,"A","Not a Flood Stage"
"2009-08-05",26,"A","Not a Flood Stage"
"2009-08-06",21.1,"A","Not a Flood Stage"
"2009-08-07",16.7,"A","Not a Flood Stage"
"2009-08-08",13.2,"A","Not a Flood Stage"
"2009-08-09",10.9,"A","Not a Flood Stage"
"2009-08-10",13.8,"A","Not a Flood Stage"
"2009-08-11",19,"A","Not a Flood Stage"
"2009-08-12",57.5,"A","Not a Flood Stage"
"2009-08-13",34,"A","Not a Flood Stage"
"2009-08-14",18.8,"A","Not a Flood Stage"
"2009-08-15",13.5,"A","Not a Flood Stage"
"2009-08-16",10.4,"A","Not a Flood Stage"
"2009-08-17",8.42,"A","Not a Flood Stage"
"2009-08-18",6.65,"A","Not a Flood Stage"
"2009-08-19",7.17,"A","Not a Flood Stage"
"2009-08-20",8.13,"A","Not a Flood Stage"
"2009-08-21",34.5,"A","Not a Flood Stage"
"2009-08-22",18.2,"A","Not a Flood Stage"
"2009-08-23",11.8,"A","Not a Flood Stage"
"2009-08-24",9.2,"A","Not a Flood Stage"
"2009-08-25",7.49,"A","Not a Flood Stage"
"2009-08-26",6.64,"A","Not a Flood Stage"
"2009-08-27",6.29,"A","Not a Flood Stage"
"2009-08-28",13.7,"A","Not a Flood Stage"
"2009-08-29",45.3,"A","Not a Flood Stage"
"2009-08-30",21.8,"A","Not a Flood Stage"
"2009-08-31",14,"A","Not a Flood Stage"
"2009-09-01",9.85,"A","Not a Flood Stage"
"2009-09-02",7.76,"A","Not a Flood Stage"
"2009-09-03",6.28,"A","Not a Flood Stage"
"2009-09-04",5.94,"A","Not a Flood Stage"
"2009-09-05",5.75,"A","Not a Flood Stage"
"2009-09-06",4.8,"A","Not a Flood Stage"
"2009-09-07",11.2,"A","Not a Flood Stage"
"2009-09-08",8.01,"A","Not a Flood Stage"
"2009-09-09",6.51,"A","Not a Flood Stage"
"2009-09-10",5.35,"A","Not a Flood Stage"
"2009-09-11",4.4,"A","Not a Flood Stage"
"2009-09-12",5.62,"A","Not a Flood Stage"
"2009-09-13",5.55,"A","Not a Flood Stage"
"2009-09-14",4.64,"A","Not a Flood Stage"
"2009-09-15",3.94,"A","Not a Flood Stage"
"2009-09-16",3.4,"A","Not a Flood Stage"
"2009-09-17",3.09,"A","Not a Flood Stage"
"2009-09-18",2.88,"A","Not a Flood Stage"
"2009-09-19",3.13,"A","Not a Flood Stage"
"2009-09-20",2.97,"A","Not a Flood Stage"
"2009-09-21",2.7,"A","Not a Flood Stage"
"2009-09-22",3.01,"A","Not a Flood Stage"
"2009-09-23",3.04,"A","Not a Flood Stage"
"2009-09-24",4.31,"A","Not a Flood Stage"
"2009-09-25",14.9,"A","Not a Flood Stage"
"2009-09-26",14.4,"A","Not a Flood Stage"
"2009-09-27",27.3,"A","Not a Flood Stage"
"2009-09-28",21.1,"A","Not a Flood Stage"
"2009-09-29",17.1,"A","Not a Flood Stage"
"2009-09-30",17.9,"A","Not a Flood Stage"
"2009-10-01",27.8,"A","Not a Flood Stage"
"2009-10-02",20.8,"A","Not a Flood Stage"
"2009-10-03",17.3,"A","Not a Flood Stage"
"2009-10-04",13.9,"A","Not a Flood Stage"
"2009-10-05",10.5,"A","Not a Flood Stage"
"2009-10-06",8.46,"A","Not a Flood Stage"
"2009-10-07",9.54,"A","Not a Flood Stage"
"2009-10-08",6.99,"A","Not a Flood Stage"
"2009-10-09",42.9,"A","Not a Flood Stage"
"2009-10-10",134,"A","Not a Flood Stage"
"2009-10-11",85.8,"A","Not a Flood Stage"
"2009-10-12",51.3,"A","Not a Flood Stage"
"2009-10-13",37.1,"A","Not a Flood Stage"
"2009-10-14",28.5,"A","Not a Flood Stage"
"2009-10-15",32.4,"A","Not a Flood Stage"
"2009-10-16",56,"A","Not a Flood Stage"
"2009-10-17",69.5,"A","Not a Flood Stage"
"2009-10-18",71.9,"A","Not a Flood Stage"
"2009-10-19",60.9,"A","Not a Flood Stage"
"2009-10-20",49.5,"A","Not a Flood Stage"
"2009-10-21",40.9,"A","Not a Flood Stage"
"2009-10-22",34.8,"A","Not a Flood Stage"
"2009-10-23",35.6,"A","Not a Flood Stage"
"2009-10-24",126,"A","Not a Flood Stage"
"2009-10-25",189,"A","Not a Flood Stage"
"2009-10-26",111,"A","Not a Flood Stage"
"2009-10-27",78,"A","Not a Flood Stage"
"2009-10-28",131,"A","Not a Flood Stage"
"2009-10-29",135,"A","Not a Flood Stage"
"2009-10-30",103,"A","Not a Flood Stage"
"2009-10-31",87.1,"A","Not a Flood Stage"
"2009-11-01",81.5,"A","Not a Flood Stage"
"2009-11-02",67.5,"A","Not a Flood Stage"
"2009-11-03",57.8,"A","Not a Flood Stage"
"2009-11-04",51.7,"A","Not a Flood Stage"
"2009-11-05",45.6,"A","Not a Flood Stage"
"2009-11-06",38.6,"A","Not a Flood Stage"
"2009-11-07",34.4,"A","Not a Flood Stage"
"2009-11-08",31.4,"A","Not a Flood Stage"
"2009-11-09",28.1,"A","Not a Flood Stage"
"2009-11-10",25.6,"A","Not a Flood Stage"
"2009-11-11",24.3,"A","Not a Flood Stage"
"2009-11-12",23.5,"A","Not a Flood Stage"
"2009-11-13",22.5,"A","Not a Flood Stage"
"2009-11-14",21.9,"A","Not a Flood Stage"
"2009-11-15",20,"A","Not a Flood Stage"
"2009-11-16",17.6,"A","Not a Flood Stage"
"2009-11-17",16.3,"A","Not a Flood Stage"
"2009-11-18",15.1,"A","Not a Flood Stage"
"2009-11-19",17.8,"A","Not a Flood Stage"
"2009-11-20",19.3,"A","Not a Flood Stage"
"2009-11-21",18.6,"A","Not a Flood Stage"
"2009-11-22",16.8,"A","Not a Flood Stage"
"2009-11-23",15.3,"A","Not a Flood Stage"
"2009-11-24",15.6,"A","Not a Flood Stage"
"2009-11-25",17.5,"A","Not a Flood Stage"
"2009-11-26",17.7,"A","Not a Flood Stage"
"2009-11-27",16.6,"A","Not a Flood Stage"
"2009-11-28",17.3,"A","Not a Flood Stage"
"2009-11-29",16.5,"A","Not a Flood Stage"
"2009-11-30",45.2,"A","Not a Flood Stage"
"2009-12-01",99,"A","Not a Flood Stage"
"2009-12-02",87.2,"A","Not a Flood Stage"
"2009-12-03",152,"A","Not a Flood Stage"
"2009-12-04",155,"A","Not a Flood Stage"
"2009-12-05",119,"A","Not a Flood Stage"
"2009-12-06",95.2,"A","Not a Flood Stage"
"2009-12-07",76.2,"A","Not a Flood Stage"
"2009-12-08",74.8,"A","Not a Flood Stage"
"2009-12-09",706,"A","Not a Flood Stage"
"2009-12-10",539,"A","Not a Flood Stage"
"2009-12-11",339,"A","Not a Flood Stage"
"2009-12-12",212,"A","Not a Flood Stage"
"2009-12-13",170,"A","Not a Flood Stage"
"2009-12-14",159,"A","Not a Flood Stage"
"2009-12-15",132,"A","Not a Flood Stage"
"2009-12-16",110,"A","Not a Flood Stage"
"2009-12-17",92.1,"A","Not a Flood Stage"
"2009-12-18",81.7,"A","Not a Flood Stage"
"2009-12-19",83.6,"A","Not a Flood Stage"
"2009-12-20",83.4,"A","Not a Flood Stage"
"2009-12-21",69.7,"A","Not a Flood Stage"
"2009-12-22",64.4,"A","Not a Flood Stage"
"2009-12-23",61.9,"A","Not a Flood Stage"
"2009-12-24",58.3,"A","Not a Flood Stage"
"2009-12-25",72.1,"A","Not a Flood Stage"
"2009-12-26",131,"A","Not a Flood Stage"
"2009-12-27",141,"A","Not a Flood Stage"
"2009-12-28",127,"A","Not a Flood Stage"
"2009-12-29",108,"A","Not a Flood Stage"
"2009-12-30",93.8,"A","Not a Flood Stage"
"2009-12-31",92.1,"A","Not a Flood Stage"
"2010-01-01",117,"A","Not a Flood Stage"
"2010-01-02",115,"A","Not a Flood Stage"
"2010-01-03",98.5,"A","Not a Flood Stage"
"2010-01-04",86,"A","Not a Flood Stage"
"2010-01-05",78.7,"A","Not a Flood Stage"
"2010-01-06",71.7,"A","Not a Flood Stage"
"2010-01-07",68.3,"A","Not a Flood Stage"
"2010-01-08",62.4,"A","Not a Flood Stage"
"2010-01-09",58,"A:e","Not a Flood Stage"
"2010-01-10",54,"A:e","Not a Flood Stage"
"2010-01-11",50,"A:e","Not a Flood Stage"
"2010-01-12",48,"A:e","Not a Flood Stage"
"2010-01-13",45,"A:e","Not a Flood Stage"
"2010-01-14",43,"A:e","Not a Flood Stage"
"2010-01-15",56,"A:e","Not a Flood Stage"
"2010-01-16",73.7,"A","Not a Flood Stage"
"2010-01-17",237,"A","Not a Flood Stage"
"2010-01-18",469,"A","Not a Flood Stage"
"2010-01-19",372,"A","Not a Flood Stage"
"2010-01-20",280,"A","Not a Flood Stage"
"2010-01-21",214,"A","Not a Flood Stage"
"2010-01-22",263,"A","Not a Flood Stage"
"2010-01-23",264,"A","Not a Flood Stage"
"2010-01-24",289,"A","Not a Flood Stage"
"2010-01-25",1200,"A","Not a Flood Stage"
"2010-01-26",797,"A","Not a Flood Stage"
"2010-01-27",513,"A","Not a Flood Stage"
"2010-01-28",355,"A","Not a Flood Stage"
"2010-01-29",236,"A","Not a Flood Stage"
"2010-01-30",172,"A","Not a Flood Stage"
"2010-01-31",134,"A","Not a Flood Stage"
"2010-02-01",114,"A","Not a Flood Stage"
"2010-02-02",92.5,"A","Not a Flood Stage"
"2010-02-03",83.8,"A","Not a Flood Stage"
"2010-02-04",72.3,"A","Not a Flood Stage"
"2010-02-05",121,"A","Not a Flood Stage"
"2010-02-06",152,"A","Not a Flood Stage"
"2010-02-07",118,"A","Not a Flood Stage"
"2010-02-08",96.1,"A","Not a Flood Stage"
"2010-02-09",105,"A","Not a Flood Stage"
"2010-02-10",146,"A","Not a Flood Stage"
"2010-02-11",111,"A","Not a Flood Stage"
"2010-02-12",96,"A","Not a Flood Stage"
"2010-02-13",88.8,"A","Not a Flood Stage"
"2010-02-14",83.6,"A","Not a Flood Stage"
"2010-02-15",81,"A:e","Not a Flood Stage"
"2010-02-16",79,"A:e","Not a Flood Stage"
"2010-02-17",76,"A:e","Not a Flood Stage"
"2010-02-18",74.4,"A","Not a Flood Stage"
"2010-02-19",72.3,"A","Not a Flood Stage"
"2010-02-20",71.5,"A","Not a Flood Stage"
"2010-02-21",70.8,"A","Not a Flood Stage"
"2010-02-22",89.5,"A","Not a Flood Stage"
"2010-02-23",167,"A","Not a Flood Stage"
"2010-02-24",175,"A","Not a Flood Stage"
"2010-02-25",160,"A","Not a Flood Stage"
"2010-02-26",142,"A","Not a Flood Stage"
"2010-02-27",131,"A","Not a Flood Stage"
"2010-02-28",118,"A","Not a Flood Stage"
"2010-03-01",106,"A","Not a Flood Stage"
"2010-03-02",101,"A","Not a Flood Stage"
"2010-03-03",97.6,"A","Not a Flood Stage"
"2010-03-04",92.5,"A","Not a Flood Stage"
"2010-03-05",93.6,"A","Not a Flood Stage"
"2010-03-06",97.1,"A","Not a Flood Stage"
"2010-03-07",104,"A","Not a Flood Stage"
"2010-03-08",130,"A","Not a Flood Stage"
"2010-03-09",178,"A","Not a Flood Stage"
"2010-03-10",321,"A","Not a Flood Stage"
"2010-03-11",607,"A","Not a Flood Stage"
"2010-03-12",958,"A","Not a Flood Stage"
"2010-03-13",1120,"A","Not a Flood Stage"
"2010-03-14",1020,"A","Not a Flood Stage"
"2010-03-15",673,"A","Not a Flood Stage"
"2010-03-16",512,"A","Not a Flood Stage"
"2010-03-17",370,"A","Not a Flood Stage"
"2010-03-18",278,"A","Not a Flood Stage"
"2010-03-19",209,"A","Not a Flood Stage"
"2010-03-20",160,"A","Not a Flood Stage"
"2010-03-21",131,"A","Not a Flood Stage"
"2010-03-22",128,"A","Not a Flood Stage"
"2010-03-23",123,"A","Not a Flood Stage"
"2010-03-24",112,"A","Not a Flood Stage"
"2010-03-25",102,"A","Not a Flood Stage"
"2010-03-26",219,"A","Not a Flood Stage"
"2010-03-27",194,"A","Not a Flood Stage"
"2010-03-28",209,"A","Not a Flood Stage"
"2010-03-29",292,"A","Not a Flood Stage"
"2010-03-30",230,"A","Not a Flood Stage"
"2010-03-31",177,"A","Not a Flood Stage"
"2010-04-01",142,"A","Not a Flood Stage"
"2010-04-02",117,"A","Not a Flood Stage"
"2010-04-03",100,"A","Not a Flood Stage"
"2010-04-04",83.7,"A","Not a Flood Stage"
"2010-04-05",73,"A","Not a Flood Stage"
"2010-04-06",67.1,"A","Not a Flood Stage"
"2010-04-07",61.1,"A","Not a Flood Stage"
"2010-04-08",59.8,"A","Not a Flood Stage"
"2010-04-09",68.1,"A","Not a Flood Stage"
"2010-04-10",57.8,"A","Not a Flood Stage"
"2010-04-11",51.7,"A","Not a Flood Stage"
"2010-04-12",47.5,"A","Not a Flood Stage"
"2010-04-13",43.5,"A","Not a Flood Stage"
"2010-04-14",40.9,"A","Not a Flood Stage"
"2010-04-15",38.4,"A","Not a Flood Stage"
"2010-04-16",42.8,"A","Not a Flood Stage"
"2010-04-17",60,"A","Not a Flood Stage"
"2010-04-18",50.6,"A","Not a Flood Stage"
"2010-04-19",45.7,"A","Not a Flood Stage"
"2010-04-20",43.2,"A","Not a Flood Stage"
"2010-04-21",42.3,"A","Not a Flood Stage"
"2010-04-22",40.1,"A","Not a Flood Stage"
"2010-04-23",37.8,"A","Not a Flood Stage"
"2010-04-24",35.8,"A","Not a Flood Stage"
"2010-04-25",37.5,"A","Not a Flood Stage"
"2010-04-26",66.2,"A","Not a Flood Stage"
"2010-04-27",126,"A","Not a Flood Stage"
"2010-04-28",114,"A","Not a Flood Stage"
"2010-04-29",88.8,"A","Not a Flood Stage"
"2010-04-30",72.3,"A","Not a Flood Stage"
"2010-05-01",59,"A","Not a Flood Stage"
"2010-05-02",72.5,"A","Not a Flood Stage"
"2010-05-03",509,"A","Not a Flood Stage"
"2010-05-04",350,"A","Not a Flood Stage"
"2010-05-05",217,"A","Not a Flood Stage"
"2010-05-06",154,"A","Not a Flood Stage"
"2010-05-07",108,"A","Not a Flood Stage"
"2010-05-08",95.4,"A","Not a Flood Stage"
"2010-05-09",78,"A","Not a Flood Stage"
"2010-05-10",62.7,"A","Not a Flood Stage"
"2010-05-11",70.5,"A","Not a Flood Stage"
"2010-05-12",96.3,"A","Not a Flood Stage"
"2010-05-13",103,"A","Not a Flood Stage"
"2010-05-14",90.3,"A","Not a Flood Stage"
"2010-05-15",114,"A","Not a Flood Stage"
"2010-05-16",110,"A","Not a Flood Stage"
"2010-05-17",130,"A","Not a Flood Stage"
"2010-05-18",185,"A","Not a Flood Stage"
"2010-05-19",171,"A","Not a Flood Stage"
"2010-05-20",132,"A","Not a Flood Stage"
"2010-05-21",102,"A","Not a Flood Stage"
"2010-05-22",91.3,"A","Not a Flood Stage"
"2010-05-23",81.3,"A","Not a Flood Stage"
"2010-05-24",66.2,"A","Not a Flood Stage"
"2010-05-25",53.1,"A","Not a Flood Stage"
"2010-05-26",44.2,"A","Not a Flood Stage"
"2010-05-27",37.9,"A","Not a Flood Stage"
"2010-05-28",31.9,"A","Not a Flood Stage"
"2010-05-29",27.9,"A","Not a Flood Stage"
"2010-05-30",25.6,"A","Not a Flood Stage"
"2010-05-31",21.9,"A","Not a Flood Stage"
"2010-06-01",20.7,"A","Not a Flood Stage"
"2010-06-02",22,"A","Not a Flood Stage"
"2010-06-03",24.3,"A","Not a Flood Stage"
"2010-06-04",22.1,"A","Not a Flood Stage"
"2010-06-05",33.7,"A","Not a Flood Stage"
